id,uri,data,dataHoraRegistro,siglaOrgao,uriOrgao,uriEvento,proposicaoObjeto,uriProposicaoObjeto,descricao,aprovacao
2210439-48,https://dadosabertos.camara.leg.br/api/v2/votacoes/2210439-48,2022-05-03,,CDE,https://dadosabertos.camara.leg.br/api/v2/orgaos/2008,,,,"Apresentação do Voto em Separado n. 4 CDEICS, pelo Deputado Gonzaga Patriota (PSB/PE).",0
2088560-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2088560-52,2022-05-03,,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,,,,"Apresentação do Voto em Separado n. 1 CFT, pelo Deputado Aelton Freitas (PP/MG).",0
2190781-50,https://dadosabertos.camara.leg.br/api/v2/votacoes/2190781-50,2022-05-04,,CME,https://dadosabertos.camara.leg.br/api/v2/orgaos/2012,,,,"Apresentação do Voto em Separado n. 1 CME, pela Deputada Greyce Elias (AVANTE/MG).",0
2296017-25,https://dadosabertos.camara.leg.br/api/v2/votacoes/2296017-25,2022-05-18,,CME,https://dadosabertos.camara.leg.br/api/v2/orgaos/2012,,,,"Apresentação do Voto em Separado n. 1 CME, pelo Deputado Padre João (PT/MG) e outros.",0
2298775-43,https://dadosabertos.camara.leg.br/api/v2/votacoes/2298775-43,2022-05-10,,CSPCCO,https://dadosabertos.camara.leg.br/api/v2/orgaos/5503,,,,"Apresentação do Voto em Separado n. 1 CSPCCO, pelo Deputado Subtenente Gonzaga (PSD/MG).",0
2190563-30,https://dadosabertos.camara.leg.br/api/v2/votacoes/2190563-30,2022-05-17,,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,,,,"Apresentação do Voto em Separado n. 1 CMADS, pelo Deputado Nilto Tatto (PT/SP).",0
2196688-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2196688-46,2022-05-26,,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,,,,"Apresentação do Voto em Separado n. 2 CMADS, pelo Deputado Paulo Bengtson  (PTB/PA).",0
1741184-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/1741184-68,2022-05-24,,CVT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2016,,,,"Apresentação do Voto em Separado n. 1 CVT, pelo Deputado Tito  (AVANTE/BA).",0
2266233-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2266233-32,2022-05-09,,CSPCCO,https://dadosabertos.camara.leg.br/api/v2/orgaos/5503,,,,"Apresentação do Voto em Separado n. 1 CSPCCO, pelo Deputado Capitão Derrite (PL/SP).",0
2320646-3,https://dadosabertos.camara.leg.br/api/v2/votacoes/2320646-3,2022-05-03,2022-05-03T10:06:10,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/64980,REQ 1/2022 CTASP,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320646,"Aprovado. Os Deputados André Figueiredo, Vicentinho e Leonardo Monteiro subscreveram o requerimento.",1
