id,uri,data,dataHoraRegistro,siglaOrgao,uriOrgao,uriEvento,proposicaoObjeto,uriProposicaoObjeto,descricao,aprovacao
2431072-8,https://dadosabertos.camara.leg.br/api/v2/votacoes/2431072-8,2024-05-06,2024-05-06T20:42:30,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/72766,REQ 1463/2024,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431072,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1
2431060-12,https://dadosabertos.camara.leg.br/api/v2/votacoes/2431060-12,2024-05-06,2024-05-06T20:42:30,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,,,,"Realizar o encaminhamento da MSC-175/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1
2431060-13,https://dadosabertos.camara.leg.br/api/v2/votacoes/2431060-13,2024-05-06,2024-05-06T20:42:30,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,,,,"Realizar o encaminhamento da MSC-175/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1
2431060-14,https://dadosabertos.camara.leg.br/api/v2/votacoes/2431060-14,2024-05-06,2024-05-06T20:42:30,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,,,,"Realizar o encaminhamento da MSC-175/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1
2431060-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2431060-26,2024-05-06,2024-05-06T21:44:29,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/72766,,,"Aprovado o Projeto de Decreto Legislativo nº 236, de 2024, adotado pelo Relator da Comissão de Finanças e Tributação.",1
2431060-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2431060-28,2024-05-06,2024-05-06T21:45:09,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/72766,,,"Aprovada a Redação Final assinada pelo Relator, Dep. Osmar Terra (MDB-RS).",1
2430942-2,https://dadosabertos.camara.leg.br/api/v2/votacoes/2430942-2,2024-05-07,2024-05-07T14:53:55,CCULT,https://dadosabertos.camara.leg.br/api/v2/orgaos/536996,https://dadosabertos.camara.leg.br/api/v2/eventos/72722,REQ 19/2024 CCULT,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430942,Aprovado. A Dep. Benedita da Silva subscreveu o requerimento.,1
2427765-2,https://dadosabertos.camara.leg.br/api/v2/votacoes/2427765-2,2024-05-07,2024-05-07T15:05:33,CPOVOS,https://dadosabertos.camara.leg.br/api/v2/orgaos/539384,https://dadosabertos.camara.leg.br/api/v2/eventos/72490,REQ 11/2024 CPOVOS,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2427765,Aprovado.,1
2428993-2,https://dadosabertos.camara.leg.br/api/v2/votacoes/2428993-2,2024-05-07,2024-05-07T15:05:33,CPOVOS,https://dadosabertos.camara.leg.br/api/v2/orgaos/539384,https://dadosabertos.camara.leg.br/api/v2/eventos/72490,REQ 13/2024 CPOVOS,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2428993,Aprovado. Subscreveu o Requerimento a Deputada Dilvanda Faro.,1
2430704-2,https://dadosabertos.camara.leg.br/api/v2/votacoes/2430704-2,2024-05-07,2024-05-07T15:05:34,CPOVOS,https://dadosabertos.camara.leg.br/api/v2/orgaos/539384,https://dadosabertos.camara.leg.br/api/v2/eventos/72490,REQ 14/2024 CPOVOS,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430704,Aprovado. Subscreveram o Requerimento as Deputadas Professora Goreth e Juliana Cardoso.,1
