id,uri,data,dataHoraRegistro,siglaOrgao,uriOrgao,uriEvento,proposicaoObjeto,uriProposicaoObjeto,descricao,aprovacao
2241779-34,https://dadosabertos.camara.leg.br/api/v2/votacoes/2241779-34,2020-04-01,2020-04-01T17:00:05,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/59539,,,"Aprovada a Subemenda Substitutiva Global de Plenário ao Projeto de Lei 864, de 2020, adotado pelo Relator da Comissão de Seguridade Social e Família, ressalvados os destaques.",1.0
2241779-40,https://dadosabertos.camara.leg.br/api/v2/votacoes/2241779-40,2020-04-01,2020-04-01T17:09:58,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/59539,,,Rejeitada a Emenda nº 5.,0.0
2241779-42,https://dadosabertos.camara.leg.br/api/v2/votacoes/2241779-42,2020-04-01,2020-04-01T17:11:06,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/59539,,,"Aprovada a Redação Final assinada pelo Relator, Dep. Hiran Gonçalves (PP-RR).",1.0
2241779-44,https://dadosabertos.camara.leg.br/api/v2/votacoes/2241779-44,2020-04-01,2020-04-01T17:11:47,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/59539,,,Aprovada a Emenda de Redação 1.,1.0
2241940-34,https://dadosabertos.camara.leg.br/api/v2/votacoes/2241940-34,2020-04-01,2020-04-01T19:34:01,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/59539,,,"Aprovada a Subemenda Substitutiva Global Reformulada de Plenário ao Projeto de Lei 985, de 2020, adotada pelo Relator da Comissão de Finanças e Tributação, ressalvados os destaques.",1.0
2241940-40,https://dadosabertos.camara.leg.br/api/v2/votacoes/2241940-40,2020-04-01,2020-04-01T19:41:51,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/59542,,,Mantido o texto.,
2241940-42,https://dadosabertos.camara.leg.br/api/v2/votacoes/2241940-42,2020-04-01,2020-04-01T19:43:15,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/59542,,,"Aprovada a Redação Final assinada pelo Relator, Dep. Luis Miranda (DEM-DF).",1.0
2242237-41,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242237-41,2020-04-01,2020-04-01T21:22:24,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/59542,,,"Aprovada a Subemenda Substitutiva Global de Plenário ao Projeto de Lei 1.161, de 2020, adotada pelo Relator da Comissão de Trabalho, de Administração e Serviço Público, ressalvados os destaques.",1.0
2242237-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242237-46,2020-04-01,2020-04-01T21:32:29,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/59542,,,Aprovada a Emenda nº 10.,1.0
2242237-47,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242237-47,2020-04-01,2020-04-01T21:34:04,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/59542,,,Rejeitada a Emenda nº 8.,0.0
2242237-49,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242237-49,2020-04-01,2020-04-01T21:35:51,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/59542,,,Aprovada a Emenda de Redação de nº 1.,1.0
2242237-51,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242237-51,2020-04-01,2020-04-01T21:45:56,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/59542,,,"Aprovada a Redação Final assinada pelo Relator, Dep. Acácio Favacho (PROS-AP).",1.0
2242344-15,https://dadosabertos.camara.leg.br/api/v2/votacoes/2242344-15,2020-04-01,2020-04-01T22:01:10,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/59542,MIP 1/2020,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2242344,"Aprovada a Minuta de Proposição Legislativa nº 1, de 2020, para dar cumprimento ao quórum de iniciativa previsto no art. 60 da Constituição Federal à Proposta de Emenda à Constituição que ""Institui Regime Extraordinário Fiscal, Financeiro e de Contratações para enfrentamento da Calamidade Pública Nacional decorrente de Pandemia Internacional e dá outras providências"". Sim: 321; não: 14; total: 335.",1.0
