id,uri,data,dataHoraRegistro,siglaOrgao,uriOrgao,uriEvento,proposicaoObjeto,uriProposicaoObjeto,descricao,aprovacao
2497990-25,https://dadosabertos.camara.leg.br/api/v2/votacoes/2497990-25,2025-06-02,2025-06-02T14:59:23,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/76638,,,Rejeitado o Requerimento. Sim: 101; Não: 230; Total: 331.,0.0
2497990-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2497990-28,2025-06-02,2025-06-02T15:10:24,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/76638,,,Rejeitado o Requerimento. Sim: 89; Não: 206; Total: 295.,0.0
2497990-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2497990-32,2025-06-02,2025-06-02T15:16:36,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/76638,,,"Aprovado o Projeto de Lei nº 1.707, de 2025, ressalvados os destaques.",1.0
2497990-34,https://dadosabertos.camara.leg.br/api/v2/votacoes/2497990-34,2025-06-02,2025-06-02T15:19:40,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/76638,,,Mantido o texto.,
2497990-36,https://dadosabertos.camara.leg.br/api/v2/votacoes/2497990-36,2025-06-02,2025-06-02T15:20:17,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/76638,,,Mantido o texto.,
2497990-39,https://dadosabertos.camara.leg.br/api/v2/votacoes/2497990-39,2025-06-02,2025-06-02T15:22:58,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/76638,,,Mantido o texto.,
2497990-41,https://dadosabertos.camara.leg.br/api/v2/votacoes/2497990-41,2025-06-02,2025-06-02T15:23:24,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/76638,,,"Aprovada a Redação Final assinada pela relatora, Dep. Jack Rocha (PT-ES).",1.0
2125467-97,https://dadosabertos.camara.leg.br/api/v2/votacoes/2125467-97,2025-06-02,2025-06-02T15:29:32,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/76638,,,"Aprovado o Substitutivo ao Projeto de Lei nº 7.108, de 2017, da Comissão de Constituição e Justiça e de Cidadania.",1.0
2455564-58,https://dadosabertos.camara.leg.br/api/v2/votacoes/2455564-58,2025-06-02,2025-06-02T15:47:25,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/76638,,,"Aprovado o Substitutivo ao Projeto de Lei nº 3.339, de 2024, adotado pelo relator da Comissão de Meio Ambiente e Desenvolvimento Sustentável, ressalvado o destaque.",1.0
2455564-61,https://dadosabertos.camara.leg.br/api/v2/votacoes/2455564-61,2025-06-02,2025-06-02T15:48:16,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/76638,,,Rejeitadas as Emendas ao Substitutivo.,0.0
