id,uri,data,dataHoraRegistro,siglaOrgao,uriOrgao,uriEvento,proposicaoObjeto,uriProposicaoObjeto,descricao,aprovacao
2301213-61,https://dadosabertos.camara.leg.br/api/v2/votacoes/2301213-61,2023-02-07,2023-02-07T18:50:25,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67091,,,"Aprovado o Projeto de Decreto Legislativo nº 776, de 2021.",1
2301213-63,https://dadosabertos.camara.leg.br/api/v2/votacoes/2301213-63,2023-02-07,2023-02-07T18:50:55,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67091,,,Aprovada a Redação Final assinada pelo Dep. Rui Falcão (PT-SP).,1
2305154-57,https://dadosabertos.camara.leg.br/api/v2/votacoes/2305154-57,2023-02-07,2023-02-07T19:18:26,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67091,,,"Aprovado o Projeto de Decreto Legislativo nº 930, de 2021.",1
2305154-59,https://dadosabertos.camara.leg.br/api/v2/votacoes/2305154-59,2023-02-07,2023-02-07T19:19:02,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67091,,,Aprovada a Redação Final assinada pelo Dep. Rui Falcão (PT-SP).,1
2310248-30,https://dadosabertos.camara.leg.br/api/v2/votacoes/2310248-30,2023-02-07,2023-02-07T20:11:48,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67091,,,"Aprovado o Projeto de Decreto Legislativo nº 1.101, de 2021.",1
2310248-32,https://dadosabertos.camara.leg.br/api/v2/votacoes/2310248-32,2023-02-07,2023-02-07T20:13:39,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67091,,,Aprovada a Redação Final assinada pelo Dep. Rui Falcão (PT-SP).,1
2348205-14,https://dadosabertos.camara.leg.br/api/v2/votacoes/2348205-14,2023-02-08,2023-02-08T19:14:38,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67104,,,"Aprovado o Substitutivo ao Projeto de Resolução nº 15, de 2023, adotado pelo Relator da Comissão de Constituição e Justiça e de Cidadania.",1
2348205-21,https://dadosabertos.camara.leg.br/api/v2/votacoes/2348205-21,2023-02-08,2023-02-08T19:30:04,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67104,,,"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (REPUBLIC-PB).",1
2348237-5,https://dadosabertos.camara.leg.br/api/v2/votacoes/2348237-5,2023-02-08,2023-02-08T19:42:26,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67104,REQ 94/2023,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2348237,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1
2348205-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2348205-26,2023-02-08,2023-02-08T19:42:27,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,,,,"Realizar o encaminhamento do PRC-15/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1
2313048-44,https://dadosabertos.camara.leg.br/api/v2/votacoes/2313048-44,2023-02-09,2023-02-09T10:03:29,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67107,,,"Aprovado o Projeto de Decreto Legislativo nº 1.130, de 2021.",1
2313048-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2313048-46,2023-02-09,2023-02-09T10:04:18,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67107,,,Aprovada a Redação Final assinada pelo Dep. Rui Falcão (PT-SP).,1
2324976-40,https://dadosabertos.camara.leg.br/api/v2/votacoes/2324976-40,2023-02-09,2023-02-09T10:47:17,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67107,,,"Aprovado o Projeto de Decreto Legislativo nº 160, de 2022.",1
2324976-42,https://dadosabertos.camara.leg.br/api/v2/votacoes/2324976-42,2023-02-09,2023-02-09T10:48:52,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67107,,,"Aprovada a Emenda de Comissão nº 1, de 2022.",1
2324976-44,https://dadosabertos.camara.leg.br/api/v2/votacoes/2324976-44,2023-02-09,2023-02-09T10:49:16,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/67107,,,Aprovada a Redação Final assinada pelo Dep. Rui Falcão (PT-SP).,1
