id,uri,data,dataHoraRegistro,siglaOrgao,uriOrgao,uriEvento,proposicaoObjeto,uriProposicaoObjeto,descricao,aprovacao
2222568-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2222568-26,2023-04-24,,CE,https://dadosabertos.camara.leg.br/api/v2/orgaos/2009,,,,"Apresentação do Voto em Separado n. 1 CE, pelo Deputado Tarcísio Motta (PSOL/RJ -Fdr PSOL-REDE).",0
2345680-36,https://dadosabertos.camara.leg.br/api/v2/votacoes/2345680-36,2023-04-18,,CSPCCO,https://dadosabertos.camara.leg.br/api/v2/orgaos/5503,,,,"Apresentação do Voto em Separado n. 1 CSPCCO, pelo Deputado Pastor Henrique Vieira (PSOL/RJ -Fdr PSOL-REDE).",0
2355225-3,https://dadosabertos.camara.leg.br/api/v2/votacoes/2355225-3,2023-04-11,2023-04-11T14:29:33,CEXOBRAS,https://dadosabertos.camara.leg.br/api/v2/orgaos/539413,https://dadosabertos.camara.leg.br/api/v2/eventos/67370,REQ 1/2023 CEXOBRAS,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2355225,Subscreveu o Deputado Marcos Tavares. Aprovado.,1
2355226-3,https://dadosabertos.camara.leg.br/api/v2/votacoes/2355226-3,2023-04-11,2023-04-11T14:37:49,CEXOBRAS,https://dadosabertos.camara.leg.br/api/v2/orgaos/539413,https://dadosabertos.camara.leg.br/api/v2/eventos/67370,REQ 2/2023 CEXOBRAS,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2355226,"Subscreveu o Deputado Marcos Tavares. Aprovado, com a inclusão de representantes da Federação Nacional dos Prefeitos e da Associação Brasileira de Municípios.",1
2354086-3,https://dadosabertos.camara.leg.br/api/v2/votacoes/2354086-3,2023-04-11,2023-04-11T14:46:57,GTALDIG,https://dadosabertos.camara.leg.br/api/v2/orgaos/539415,https://dadosabertos.camara.leg.br/api/v2/eventos/67480,REQ 1/2023 GTALDIG,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354086,Aprovado.,1
2287251-38,https://dadosabertos.camara.leg.br/api/v2/votacoes/2287251-38,2023-04-11,2023-04-11T14:47:28,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,https://dadosabertos.camara.leg.br/api/v2/eventos/67452,,,Aprovada a Redação Final.,1
2354088-3,https://dadosabertos.camara.leg.br/api/v2/votacoes/2354088-3,2023-04-11,2023-04-11T14:47:35,GTALDIG,https://dadosabertos.camara.leg.br/api/v2/orgaos/539415,https://dadosabertos.camara.leg.br/api/v2/eventos/67480,REQ 3/2023 GTALDIG,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354088,Aprovado.,1
2292359-36,https://dadosabertos.camara.leg.br/api/v2/votacoes/2292359-36,2023-04-11,2023-04-11T14:49:05,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,https://dadosabertos.camara.leg.br/api/v2/eventos/67452,,,Aprovada a Redação Final.,1
2294746-37,https://dadosabertos.camara.leg.br/api/v2/votacoes/2294746-37,2023-04-11,2023-04-11T14:49:25,CCJC,https://dadosabertos.camara.leg.br/api/v2/orgaos/2003,https://dadosabertos.camara.leg.br/api/v2/eventos/67452,,,Aprovada a Redação Final.,1
2354886-2,https://dadosabertos.camara.leg.br/api/v2/votacoes/2354886-2,2023-04-11,2023-04-11T14:49:30,GTALDIG,https://dadosabertos.camara.leg.br/api/v2/orgaos/539415,https://dadosabertos.camara.leg.br/api/v2/eventos/67480,REQ 4/2023 GTALDIG,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2354886,Aprovado.,1
