id,uri,data,dataHoraRegistro,siglaOrgao,uriOrgao,uriEvento,proposicaoObjeto,uriProposicaoObjeto,descricao,aprovacao
2304353-23,https://dadosabertos.camara.leg.br/api/v2/votacoes/2304353-23,2022-07-12,,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,,,,"Apresentação do Voto em Separado n. 1 CFT, pelo Deputado Aelton Freitas (PP/MG).",0
532249-138,https://dadosabertos.camara.leg.br/api/v2/votacoes/532249-138,2022-07-12,,CSAUDE,https://dadosabertos.camara.leg.br/api/v2/orgaos/2014,,,,"Apresentação do Voto em Separado n. 1 CSSF, pelo Deputado Alexandre Padilha (PT/SP).",0
2190986-38,https://dadosabertos.camara.leg.br/api/v2/votacoes/2190986-38,2022-07-07,,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,,,,"Apresentação do Voto em Separado n. 2 CMADS, pelo Deputado Nelson Barbudo (PL/MT).",0
2329218-61,https://dadosabertos.camara.leg.br/api/v2/votacoes/2329218-61,2022-07-06,,PEC01522,https://dadosabertos.camara.leg.br/api/v2/orgaos/539066,,,,"Apresentação do Voto em Separado n. 1 PEC01522, pelo Deputado Daniel Almeida (PCdoB/BA).",0
2329218-65,https://dadosabertos.camara.leg.br/api/v2/votacoes/2329218-65,2022-07-06,,PEC01522,https://dadosabertos.camara.leg.br/api/v2/orgaos/539066,,,,"Apresentação do Voto em Separado n. 2 PEC01522, pelo Deputado Daniel Coelho (CIDADANIA/PE).",0
2306112-46,https://dadosabertos.camara.leg.br/api/v2/votacoes/2306112-46,2022-07-04,2022-07-04T15:28:22,PEC03921,https://dadosabertos.camara.leg.br/api/v2/orgaos/539058,https://dadosabertos.camara.leg.br/api/v2/eventos/66000,,,Aprovado o Parecer.,1
2330341-2,https://dadosabertos.camara.leg.br/api/v2/votacoes/2330341-2,2022-07-05,2022-07-05T14:37:32,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,REQ 83/2022 CTASP,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2330341,Aprovado. O Deputado Túlio Gadelha subscreveu o requerimento.,1
2330444-2,https://dadosabertos.camara.leg.br/api/v2/votacoes/2330444-2,2022-07-05,2022-07-05T14:37:32,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,REQ 84/2022 CTASP,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2330444,Aprovado.,1
2330445-2,https://dadosabertos.camara.leg.br/api/v2/votacoes/2330445-2,2022-07-05,2022-07-05T14:37:33,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,REQ 85/2022 CTASP,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2330445,Aprovado.,1
2330726-2,https://dadosabertos.camara.leg.br/api/v2/votacoes/2330726-2,2022-07-05,2022-07-05T14:37:33,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,REQ 86/2022 CTASP,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2330726,"Aprovado. O Requerimento foi transformado em convite. Os Deputados Leonardo Monteiro, Bira do Pindaré, Erika Kokay e Carlos Veras subscreveram o requerimento.",1
2330728-2,https://dadosabertos.camara.leg.br/api/v2/votacoes/2330728-2,2022-07-05,2022-07-05T14:37:33,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,REQ 87/2022 CTASP,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2330728,Aprovado. A Deputada Erika Kokay subscreveu o requerimento.,1
2330808-2,https://dadosabertos.camara.leg.br/api/v2/votacoes/2330808-2,2022-07-05,2022-07-05T14:37:33,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,REQ 88/2022 CTASP,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2330808,Aprovado.,1
2330809-2,https://dadosabertos.camara.leg.br/api/v2/votacoes/2330809-2,2022-07-05,2022-07-05T14:37:34,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,REQ 89/2022 CTASP,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2330809,"Aprovado. O Requerimento foi transformado em convite. Os Deputados Bira do Pindaré, Rogério Correia e Leonardo Monteiro subscreveram o requerimento.",1
2331178-3,https://dadosabertos.camara.leg.br/api/v2/votacoes/2331178-3,2022-07-05,2022-07-05T15:07:29,CSPCCO,https://dadosabertos.camara.leg.br/api/v2/orgaos/5503,https://dadosabertos.camara.leg.br/api/v2/eventos/65991,,,"Aprovado, com subscrição dos Deputados Subtenente Gonzaga, Lucas Follador, Capitão Alberto  Neto, Daniel Silveira, Junio Amaral, Nelho Bezerra, Neucimar Fraga, Major Fabiana, Capitão Derrite, Delegado Antônio Furtado, Sargento Fahur, Marcel van Hattem, General Girão, Osmar Terra, Coronel Tadeu, Gurgel, Julian Lemos, João Campos, Coronel Armando, Jones Moura, Dr. Leonardo, Policial Katia Sastre, Sanderson, Delegado Marcelo.",1
2193342-72,https://dadosabertos.camara.leg.br/api/v2/votacoes/2193342-72,2022-07-05,2022-07-05T15:09:49,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,,,Aprovado o Parecer. Contra os Deputados Tiago Mitraud e Alexis Fonteyne.,1
2291715-37,https://dadosabertos.camara.leg.br/api/v2/votacoes/2291715-37,2022-07-05,2022-07-05T15:12:14,CSPCCO,https://dadosabertos.camara.leg.br/api/v2/orgaos/5503,https://dadosabertos.camara.leg.br/api/v2/eventos/65991,,,Aprovado o Parecer.,1
620131-61,https://dadosabertos.camara.leg.br/api/v2/votacoes/620131-61,2022-07-05,2022-07-05T15:17:13,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,,,"Aprovado o Requerimento de Adiamento de Votação, do Deputado Rogério Correia, por 3 sessões",1
623799-51,https://dadosabertos.camara.leg.br/api/v2/votacoes/623799-51,2022-07-05,2022-07-05T15:18:22,CSPCCO,https://dadosabertos.camara.leg.br/api/v2/orgaos/5503,https://dadosabertos.camara.leg.br/api/v2/eventos/65991,,,Aprovado o Parecer.,1
2233401-43,https://dadosabertos.camara.leg.br/api/v2/votacoes/2233401-43,2022-07-05,2022-07-05T15:21:57,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,,,Aprovado o Parecer. Contra o Deputado Alexis Fonteyne.,1
2121789-68,https://dadosabertos.camara.leg.br/api/v2/votacoes/2121789-68,2022-07-05,2022-07-05T15:53:17,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,,,"Aprovado o Requerimento de Adiamento de Discussão, do Deputado Tiago Mitraud por 5sessões.",1
2122035-43,https://dadosabertos.camara.leg.br/api/v2/votacoes/2122035-43,2022-07-05,2022-07-05T15:54:00,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,,,"Aprovado o Requerimento de Adiamento de Votação, do Deputado Tiago Mitraud por 5 sessões",1
2151037-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2151037-52,2022-07-05,2022-07-05T15:54:56,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,,,"Aprovado o Requerimento de Adiamento de Votação, do Deputado Tiago Mitraud por 5 sessões",1
2153963-29,https://dadosabertos.camara.leg.br/api/v2/votacoes/2153963-29,2022-07-05,2022-07-05T15:55:20,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,,,"Aprovado o Requerimento de Adiamento de Votação, do Deputado Tiago Mitraud por 5 sessões",1
2190514-30,https://dadosabertos.camara.leg.br/api/v2/votacoes/2190514-30,2022-07-05,2022-07-05T15:56:26,CTRAB,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,https://dadosabertos.camara.leg.br/api/v2/eventos/65969,,,"Aprovado o Requerimento de Adiamento de Discussão, do Deputado Tiago Mitraud por 5sessões.",1
