id_evento,id_deputado,tipo_presenca,ano_origem
59265,74270,,2020
59265,74283,,2020
59265,74299,,2020
59265,74305,,2020
59265,74317,,2020
59265,74319,,2020
59265,74352,,2020
59265,74356,,2020
59265,74366,,2020
59265,74371,,2020
59265,74376,,2020
59265,74383,,2020
59265,74398,,2020
59265,74400,,2020
59265,74439,,2020
59265,74459,,2020
59265,74467,,2020
59265,74471,,2020
59265,74478,,2020
59265,74537,,2020
59265,74554,,2020
59265,74574,,2020
59265,74585,,2020
59265,74646,,2020
59265,74655,,2020
59265,74693,,2020
59265,74749,,2020
59265,74784,,2020
59265,74848,,2020
59265,75431,,2020
59265,76874,,2020
59265,81055,,2020
59265,81297,,2020
59265,90201,,2020
59265,90842,,2020
59265,92102,,2020
59265,92346,,2020
59265,92699,,2020
59265,92776,,2020
59265,93083,,2020
59265,98057,,2020
59265,108338,,2020
59265,109429,,2020
59265,115746,,2020
59265,116379,,2020
59265,121948,,2020
59265,122158,,2020
59265,122466,,2020
59265,122974,,2020
59265,132504,,2020
59265,133439,,2020
59265,133810,,2020
59265,133968,,2020
59265,134812,,2020
59265,135054,,2020
59265,136811,,2020
59265,139285,,2020
59265,141335,,2020
59265,141391,,2020
59265,141398,,2020
59265,141401,,2020
59265,141405,,2020
59265,141411,,2020
59265,141417,,2020
59265,141421,,2020
59265,141422,,2020
59265,141427,,2020
59265,141428,,2020
59265,141431,,2020
59265,141434,,2020
59265,141439,,2020
59265,141450,,2020
59265,141459,,2020
59265,141470,,2020
59265,141488,,2020
59265,141508,,2020
59265,141516,,2020
59265,141518,,2020
59265,141523,,2020
59265,141531,,2020
59265,141553,,2020
59265,141555,,2020
59265,143084,,2020
59265,143632,,2020
59265,146307,,2020
59265,146788,,2020
59265,150418,,2020
59265,151208,,2020
59265,152605,,2020
59265,152610,,2020
59265,154178,,2020
59265,156190,,2020
59265,157130,,2020
59265,159237,,2020
59265,160508,,2020
59265,160510,,2020
59265,160512,,2020
59265,160518,,2020
59265,160527,,2020
59265,160528,,2020
59265,160531,,2020
59265,160534,,2020
59265,160535,,2020
59265,160538,,2020
59265,160545,,2020
59265,160552,,2020
59265,160553,,2020
59265,160556,,2020
59265,160559,,2020
59265,160569,,2020
59265,160570,,2020
59265,160575,,2020
59265,160587,,2020
59265,160588,,2020
59265,160589,,2020
59265,160592,,2020
59265,160598,,2020
59265,160599,,2020
59265,160600,,2020
59265,160601,,2020
59265,160604,,2020
59265,160610,,2020
59265,160619,,2020
59265,160632,,2020
59265,160635,,2020
59265,160639,,2020
59265,160640,,2020
59265,160641,,2020
59265,160642,,2020
59265,160651,,2020
59265,160653,,2020
59265,160655,,2020
59265,160665,,2020
59265,160666,,2020
59265,160669,,2020
59265,160673,,2020
59265,160674,,2020
59265,160758,,2020
59265,160976,,2020
59265,161550,,2020
59265,162332,,2020
59265,164359,,2020
59265,164360,,2020
59265,166402,,2020
59265,171617,,2020
59265,171619,,2020
59265,171623,,2020
59265,177282,,2020
59265,178829,,2020
59265,178831,,2020
59265,178832,,2020
59265,178835,,2020
59265,178836,,2020
59265,178839,,2020
59265,178842,,2020
59265,178843,,2020
59265,178854,,2020
59265,178857,,2020
59265,178858,,2020
59265,178860,,2020
59265,178861,,2020
59265,178863,,2020
59265,178871,,2020
59265,178873,,2020
59265,178874,,2020
59265,178876,,2020
59265,178879,,2020
59265,178881,,2020
59265,178882,,2020
59265,178884,,2020
59265,178886,,2020
59265,178889,,2020
59265,178895,,2020
59265,178908,,2020
59265,178909,,2020
59265,178910,,2020
59265,178912,,2020
59265,178916,,2020
59265,178920,,2020
59265,178922,,2020
59265,178927,,2020
59265,178928,,2020
59265,178929,,2020
59265,178931,,2020
59265,178933,,2020
59265,178934,,2020
59265,178939,,2020
59265,178945,,2020
59265,178946,,2020
59265,178947,,2020
59265,178948,,2020
59265,178951,,2020
59265,178952,,2020
59265,178953,,2020
59265,178954,,2020
59265,178956,,2020
59265,178959,,2020
59265,178961,,2020
59265,178962,,2020
59265,178964,,2020
59265,178966,,2020
59265,178969,,2020
59265,178970,,2020
59265,178972,,2020
59265,178975,,2020
59265,178977,,2020
59265,178981,,2020
59265,178982,,2020
59265,178983,,2020
59265,178984,,2020
59265,178985,,2020
59265,178986,,2020
59265,178987,,2020
59265,178989,,2020
59265,178990,,2020
59265,178992,,2020
59265,178993,,2020
59265,178994,,2020
59265,178996,,2020
59265,179001,,2020
59265,179587,,2020
59265,191923,,2020
59265,193726,,2020
59265,194260,,2020
59265,195866,,2020
59265,196358,,2020
59265,197438,,2020
59265,198783,,2020
59265,204351,,2020
59265,204352,,2020
59265,204353,,2020
59265,204354,,2020
59265,204355,,2020
59265,204356,,2020
59265,204357,,2020
59265,204358,,2020
59265,204360,,2020
59265,204361,,2020
59265,204362,,2020
59265,204363,,2020
59265,204364,,2020
59265,204365,,2020
59265,204366,,2020
59265,204367,,2020
59265,204368,,2020
59265,204369,,2020
59265,204370,,2020
59265,204371,,2020
59265,204372,,2020
59265,204373,,2020
59265,204374,,2020
59265,204376,,2020
59265,204377,,2020
59265,204378,,2020
59265,204379,,2020
59265,204380,,2020
59265,204381,,2020
59265,204382,,2020
59265,204383,,2020
59265,204385,,2020
59265,204386,,2020
59265,204387,,2020
59265,204388,,2020
59265,204389,,2020
59265,204390,,2020
59265,204391,,2020
59265,204392,,2020
59265,204393,,2020
59265,204394,,2020
59265,204395,,2020
59265,204396,,2020
59265,204397,,2020
59265,204398,,2020
59265,204399,,2020
59265,204400,,2020
59265,204403,,2020
59265,204404,,2020
59265,204405,,2020
59265,204406,,2020
59265,204407,,2020
59265,204408,,2020
59265,204409,,2020
59265,204410,,2020
59265,204412,,2020
59265,204413,,2020
59265,204414,,2020
59265,204415,,2020
59265,204416,,2020
59265,204418,,2020
59265,204420,,2020
59265,204421,,2020
59265,204422,,2020
59265,204423,,2020
59265,204425,,2020
59265,204426,,2020
59265,204427,,2020
59265,204428,,2020
59265,204429,,2020
59265,204430,,2020
59265,204431,,2020
59265,204432,,2020
59265,204433,,2020
59265,204434,,2020
59265,204435,,2020
59265,204436,,2020
59265,204437,,2020
59265,204438,,2020
59265,204439,,2020
59265,204440,,2020
59265,204441,,2020
59265,204442,,2020
59265,204444,,2020
59265,204446,,2020
59265,204447,,2020
59265,204448,,2020
59265,204449,,2020
59265,204450,,2020
59265,204451,,2020
59265,204452,,2020
59265,204453,,2020
59265,204454,,2020
59265,204455,,2020
59265,204456,,2020
59265,204457,,2020
59265,204458,,2020
59265,204459,,2020
59265,204460,,2020
59265,204461,,2020
59265,204462,,2020
59265,204463,,2020
59265,204464,,2020
59265,204467,,2020
59265,204468,,2020
59265,204469,,2020
59265,204471,,2020
59265,204473,,2020
59265,204474,,2020
59265,204475,,2020
59265,204476,,2020
59265,204477,,2020
59265,204478,,2020
59265,204479,,2020
59265,204480,,2020
59265,204482,,2020
59265,204483,,2020
59265,204484,,2020
59265,204485,,2020
59265,204486,,2020
59265,204487,,2020
59265,204488,,2020
59265,204490,,2020
59265,204491,,2020
59265,204492,,2020
59265,204494,,2020
59265,204495,,2020
59265,204496,,2020
59265,204497,,2020
59265,204498,,2020
59265,204499,,2020
59265,204500,,2020
59265,204501,,2020
59265,204502,,2020
59265,204503,,2020
59265,204504,,2020
59265,204505,,2020
59265,204506,,2020
59265,204507,,2020
59265,204510,,2020
59265,204511,,2020
59265,204512,,2020
59265,204513,,2020
59265,204514,,2020
59265,204515,,2020
59265,204516,,2020
59265,204517,,2020
59265,204518,,2020
59265,204519,,2020
59265,204520,,2020
59265,204521,,2020
59265,204522,,2020
59265,204524,,2020
59265,204525,,2020
59265,204526,,2020
59265,204527,,2020
59265,204528,,2020
59265,204529,,2020
59265,204530,,2020
59265,204531,,2020
59265,204532,,2020
59265,204533,,2020
59265,204534,,2020
59265,204535,,2020
59265,204536,,2020
59265,204537,,2020
59265,204538,,2020
59265,204540,,2020
59265,204541,,2020
59265,204542,,2020
59265,204544,,2020
59265,204545,,2020
59265,204546,,2020
59265,204548,,2020
59265,204549,,2020
59265,204550,,2020
59265,204551,,2020
59265,204552,,2020
59265,204553,,2020
59265,204554,,2020
59265,204555,,2020
59265,204556,,2020
59265,204557,,2020
59265,204559,,2020
59265,204560,,2020
59265,204561,,2020
59265,204562,,2020
59265,204563,,2020
59265,204565,,2020
59265,204566,,2020
59265,204567,,2020
59265,204569,,2020
59265,204570,,2020
59265,204571,,2020
59265,204572,,2020
59265,204573,,2020
59265,204575,,2020
59265,204576,,2020
59265,205476,,2020
59265,205535,,2020
59265,205548,,2020
59265,205550,,2020
59265,205863,,2020
59265,205865,,2020
59265,206231,,2020
59265,207176,,2020
59265,207309,,2020
59265,209189,,2020
59265,211866,,2020
59265,212504,,2020
59265,212625,,2020
59265,212749,,2020
59266,73486,,2020
59266,73586,,2020
59266,74366,,2020
59266,74471,,2020
59266,74585,,2020
59266,98057,,2020
59266,116379,,2020
59266,133968,,2020
59266,160587,,2020
59266,160600,,2020
59266,178829,,2020
59266,178871,,2020
59266,178884,,2020
59266,178908,,2020
59266,178910,,2020
59266,178927,,2020
59266,178956,,2020
59266,178972,,2020
59266,178987,,2020
59266,198783,,2020
59266,204359,,2020
59266,204365,,2020
59266,204369,,2020
59266,204374,,2020
59266,204375,,2020
59266,204377,,2020
59266,204391,,2020
59266,204397,,2020
59266,204400,,2020
59266,204404,,2020
59266,204409,,2020
59266,204416,,2020
59266,204433,,2020
59266,204456,,2020
59266,204484,,2020
59266,204497,,2020
59266,204507,,2020
59266,204510,,2020
59266,204512,,2020
59266,204520,,2020
59266,204523,,2020
59266,204528,,2020
59266,204536,,2020
59266,204556,,2020
59266,204569,,2020
59266,204572,,2020
59266,205535,,2020
59266,211866,,2020
59268,66179,,2020
59268,66828,,2020
59268,67138,,2020
59268,68720,,2020
59268,69871,,2020
59268,72442,,2020
59268,73433,,2020
59268,73441,,2020
59268,73460,,2020
59268,73466,,2020
59268,73482,,2020
59268,73486,,2020
59268,73531,,2020
59268,73586,,2020
59268,73604,,2020
59268,73696,,2020
59268,73701,,2020
59268,73788,,2020
59268,73808,,2020
59268,73891,,2020
59268,73943,,2020
59268,74052,,2020
59268,74057,,2020
59268,74060,,2020
59268,74075,,2020
59268,74079,,2020
59268,74156,,2020
59268,74159,,2020
59268,74160,,2020
59268,74161,,2020
59268,74200,,2020
59268,74262,,2020
59268,74283,,2020
59268,74299,,2020
59268,74305,,2020
59268,74317,,2020
59268,74319,,2020
59268,74352,,2020
59268,74356,,2020
59268,74366,,2020
59268,74371,,2020
59268,74376,,2020
59268,74383,,2020
59268,74398,,2020
59268,74400,,2020
59268,74419,,2020
59268,74439,,2020
59268,74459,,2020
59268,74467,,2020
59268,74537,,2020
59268,74574,,2020
59268,74585,,2020
59268,74646,,2020
59268,74655,,2020
59268,74693,,2020
59268,74784,,2020
59268,75431,,2020
59268,76874,,2020
59268,81055,,2020
59268,81297,,2020
59268,90201,,2020
59268,92102,,2020
59268,92699,,2020
59268,92776,,2020
59268,93083,,2020
59268,107283,,2020
59268,109429,,2020
59268,115746,,2020
59268,116379,,2020
59268,122466,,2020
59268,133439,,2020
59268,133810,,2020
59268,133968,,2020
59268,134812,,2020
59268,135054,,2020
59268,136811,,2020
59268,141335,,2020
59268,141391,,2020
59268,141398,,2020
59268,141401,,2020
59268,141405,,2020
59268,141411,,2020
59268,141417,,2020
59268,141421,,2020
59268,141422,,2020
59268,141427,,2020
59268,141431,,2020
59268,141434,,2020
59268,141439,,2020
59268,141450,,2020
59268,141459,,2020
59268,141464,,2020
59268,141470,,2020
59268,141488,,2020
59268,141518,,2020
59268,141523,,2020
59268,141531,,2020
59268,141553,,2020
59268,143084,,2020
59268,143632,,2020
59268,146307,,2020
59268,150418,,2020
59268,152605,,2020
59268,152610,,2020
59268,154178,,2020
59268,157130,,2020
59268,159237,,2020
59268,160510,,2020
59268,160518,,2020
59268,160528,,2020
59268,160531,,2020
59268,160534,,2020
59268,160535,,2020
59268,160538,,2020
59268,160545,,2020
59268,160552,,2020
59268,160553,,2020
59268,160556,,2020
59268,160558,,2020
59268,160559,,2020
59268,160569,,2020
59268,160570,,2020
59268,160575,,2020
59268,160587,,2020
59268,160588,,2020
59268,160589,,2020
59268,160592,,2020
59268,160598,,2020
59268,160599,,2020
59268,160604,,2020
59268,160610,,2020
59268,160619,,2020
59268,160632,,2020
59268,160639,,2020
59268,160641,,2020
59268,160642,,2020
59268,160651,,2020
59268,160653,,2020
59268,160655,,2020
59268,160666,,2020
59268,160669,,2020
59268,160673,,2020
59268,160674,,2020
59268,160758,,2020
59268,160976,,2020
59268,161550,,2020
59268,162332,,2020
59268,164359,,2020
59268,164360,,2020
59268,166402,,2020
59268,171617,,2020
59268,171619,,2020
59268,171623,,2020
59268,177282,,2020
59268,178829,,2020
59268,178831,,2020
59268,178832,,2020
59268,178833,,2020
59268,178835,,2020
59268,178836,,2020
59268,178839,,2020
59268,178842,,2020
59268,178854,,2020
59268,178857,,2020
59268,178858,,2020
59268,178860,,2020
59268,178861,,2020
59268,178866,,2020
59268,178871,,2020
59268,178873,,2020
59268,178874,,2020
59268,178876,,2020
59268,178879,,2020
59268,178881,,2020
59268,178882,,2020
59268,178884,,2020
59268,178886,,2020
59268,178889,,2020
59268,178895,,2020
59268,178908,,2020
59268,178909,,2020
59268,178910,,2020
59268,178912,,2020
59268,178916,,2020
59268,178920,,2020
59268,178927,,2020
59268,178928,,2020
59268,178929,,2020
59268,178931,,2020
59268,178933,,2020
59268,178945,,2020
59268,178948,,2020
59268,178951,,2020
59268,178952,,2020
59268,178954,,2020
59268,178956,,2020
59268,178959,,2020
59268,178961,,2020
59268,178962,,2020
59268,178964,,2020
59268,178966,,2020
59268,178969,,2020
59268,178970,,2020
59268,178972,,2020
59268,178975,,2020
59268,178977,,2020
59268,178981,,2020
59268,178982,,2020
59268,178983,,2020
59268,178984,,2020
59268,178985,,2020
59268,178986,,2020
59268,178987,,2020
59268,178990,,2020
59268,178992,,2020
59268,178993,,2020
59268,178994,,2020
59268,178996,,2020
59268,179001,,2020
59268,191923,,2020
59268,193726,,2020
59268,194260,,2020
59268,195866,,2020
59268,196358,,2020
59268,197438,,2020
59268,198783,,2020
59268,204351,,2020
59268,204352,,2020
59268,204353,,2020
59268,204354,,2020
59268,204356,,2020
59268,204357,,2020
59268,204358,,2020
59268,204360,,2020
59268,204361,,2020
59268,204362,,2020
59268,204363,,2020
59268,204364,,2020
59268,204365,,2020
59268,204366,,2020
59268,204367,,2020
59268,204368,,2020
59268,204369,,2020
59268,204370,,2020
59268,204371,,2020
59268,204372,,2020
59268,204373,,2020
59268,204374,,2020
59268,204375,,2020
59268,204376,,2020
59268,204377,,2020
59268,204378,,2020
59268,204380,,2020
59268,204381,,2020
59268,204383,,2020
59268,204385,,2020
59268,204386,,2020
59268,204387,,2020
59268,204388,,2020
59268,204389,,2020
59268,204390,,2020
59268,204391,,2020
59268,204392,,2020
59268,204393,,2020
59268,204395,,2020
59268,204396,,2020
59268,204397,,2020
59268,204398,,2020
59268,204399,,2020
59268,204400,,2020
59268,204403,,2020
59268,204404,,2020
59268,204405,,2020
59268,204406,,2020
59268,204407,,2020
59268,204408,,2020
59268,204409,,2020
59268,204410,,2020
59268,204412,,2020
59268,204413,,2020
59268,204414,,2020
59268,204415,,2020
59268,204416,,2020
59268,204418,,2020
59268,204419,,2020
59268,204421,,2020
59268,204422,,2020
59268,204423,,2020
59268,204428,,2020
59268,204429,,2020
59268,204430,,2020
59268,204431,,2020
59268,204432,,2020
59268,204433,,2020
59268,204434,,2020
59268,204435,,2020
59268,204436,,2020
59268,204438,,2020
59268,204439,,2020
59268,204440,,2020
59268,204441,,2020
59268,204442,,2020
59268,204446,,2020
59268,204447,,2020
59268,204448,,2020
59268,204449,,2020
59268,204450,,2020
59268,204451,,2020
59268,204452,,2020
59268,204453,,2020
59268,204454,,2020
59268,204455,,2020
59268,204456,,2020
59268,204457,,2020
59268,204458,,2020
59268,204459,,2020
59268,204460,,2020
59268,204461,,2020
59268,204462,,2020
59268,204463,,2020
59268,204464,,2020
59268,204467,,2020
59268,204468,,2020
59268,204469,,2020
59268,204471,,2020
59268,204473,,2020
59268,204474,,2020
59268,204475,,2020
59268,204476,,2020
59268,204477,,2020
59268,204478,,2020
59268,204479,,2020
59268,204480,,2020
59268,204482,,2020
59268,204483,,2020
59268,204484,,2020
59268,204485,,2020
59268,204486,,2020
59268,204487,,2020
59268,204488,,2020
59268,204490,,2020
59268,204492,,2020
59268,204494,,2020
59268,204495,,2020
59268,204496,,2020
59268,204497,,2020
59268,204498,,2020
59268,204499,,2020
59268,204500,,2020
59268,204503,,2020
59268,204505,,2020
59268,204507,,2020
59268,204510,,2020
59268,204511,,2020
59268,204512,,2020
59268,204514,,2020
59268,204515,,2020
59268,204516,,2020
59268,204517,,2020
59268,204518,,2020
59268,204519,,2020
59268,204520,,2020
59268,204521,,2020
59268,204522,,2020
59268,204524,,2020
59268,204525,,2020
59268,204528,,2020
59268,204530,,2020
59268,204531,,2020
59268,204532,,2020
59268,204533,,2020
59268,204534,,2020
59268,204535,,2020
59268,204536,,2020
59268,204537,,2020
59268,204538,,2020
59268,204540,,2020
59268,204541,,2020
59268,204542,,2020
59268,204544,,2020
59268,204545,,2020
59268,204546,,2020
59268,204549,,2020
59268,204551,,2020
59268,204552,,2020
59268,204554,,2020
59268,204555,,2020
59268,204556,,2020
59268,204557,,2020
59268,204559,,2020
59268,204560,,2020
59268,204561,,2020
59268,204562,,2020
59268,204563,,2020
59268,204566,,2020
59268,204567,,2020
59268,204569,,2020
59268,204570,,2020
59268,204571,,2020
59268,204572,,2020
59268,204573,,2020
59268,204574,,2020
59268,204575,,2020
59268,204576,,2020
59268,205476,,2020
59268,205535,,2020
59268,205548,,2020
59268,205865,,2020
59268,206231,,2020
59268,207176,,2020
59268,209189,,2020
59268,211866,,2020
59268,212504,,2020
59268,212625,,2020
59268,212749,,2020
59269,68720,,2020
59269,74161,,2020
59269,81055,,2020
59269,141450,,2020
59269,160587,,2020
59269,166402,,2020
59269,177282,,2020
59269,178829,,2020
59269,178881,,2020
59269,178884,,2020
59269,204359,,2020
59269,204373,,2020
59269,204381,,2020
59269,204416,,2020
59269,204421,,2020
59269,204461,,2020
59269,204471,,2020
59269,204479,,2020
59269,204512,,2020
59269,204529,,2020
59269,204531,,2020
59269,204536,,2020
59269,204539,,2020
59269,204541,,2020
59269,204569,,2020
59269,204572,,2020
59270,74366,,2020
59270,90842,,2020
59270,141488,,2020
59270,160587,,2020
59270,204416,,2020
59270,204572,,2020
59273,73460,,2020
59273,73696,,2020
59273,73891,,2020
59273,143084,,2020
59273,157130,,2020
59273,160512,,2020
59273,160552,,2020
59273,160587,,2020
59273,178842,,2020
59273,178871,,2020
59273,178956,,2020
59273,178987,,2020
59273,178992,,2020
59273,204359,,2020
59273,204367,,2020
59273,204404,,2020
59273,204435,,2020
59273,204455,,2020
59273,204456,,2020
59273,204461,,2020
59273,204478,,2020
59273,204504,,2020
59273,204510,,2020
59273,204514,,2020
59273,204518,,2020
59273,204524,,2020
59273,204526,,2020
59273,204527,,2020
59273,204531,,2020
59273,204532,,2020
59273,204536,,2020
59273,204541,,2020
59273,204548,,2020
59273,204576,,2020
59274,73482,,2020
59274,73486,,2020
59274,73531,,2020
59274,73586,,2020
59274,73696,,2020
59274,74366,,2020
59274,74471,,2020
59274,98057,,2020
59274,133968,,2020
59274,141405,,2020
59274,141470,,2020
59274,141488,,2020
59274,141508,,2020
59274,152605,,2020
59274,160518,,2020
59274,160545,,2020
59274,160587,,2020
59274,160600,,2020
59274,160642,,2020
59274,160758,,2020
59274,171619,,2020
59274,178829,,2020
59274,178835,,2020
59274,178871,,2020
59274,178884,,2020
59274,178908,,2020
59274,178910,,2020
59274,178927,,2020
59274,178956,,2020
59274,178972,,2020
59274,178987,,2020
59274,179587,,2020
59274,204359,,2020
59274,204363,,2020
59274,204364,,2020
59274,204365,,2020
59274,204369,,2020
59274,204374,,2020
59274,204375,,2020
59274,204391,,2020
59274,204395,,2020
59274,204404,,2020
59274,204409,,2020
59274,204416,,2020
59274,204453,,2020
59274,204479,,2020
59274,204484,,2020
59274,204497,,2020
59274,204501,,2020
59274,204507,,2020
59274,204512,,2020
59274,204514,,2020
59274,204528,,2020
59274,204531,,2020
59274,204532,,2020
59274,204536,,2020
59274,204537,,2020
59274,204539,,2020
59274,204548,,2020
59274,204556,,2020
59274,204569,,2020
59274,204570,,2020
59274,204572,,2020
59274,205535,,2020
59275,66179,,2020
59275,66828,,2020
59275,67138,,2020
59275,68720,,2020
59275,69871,,2020
59275,72442,,2020
59275,73433,,2020
59275,73441,,2020
59275,73460,,2020
59275,73466,,2020
59275,73482,,2020
59275,73486,,2020
59275,73531,,2020
59275,73586,,2020
59275,73604,,2020
59275,73696,,2020
59275,73701,,2020
59275,73788,,2020
59275,73801,,2020
59275,73808,,2020
59275,73891,,2020
59275,73943,,2020
59275,74043,,2020
59275,74052,,2020
59275,74057,,2020
59275,74060,,2020
59275,74075,,2020
59275,74079,,2020
59275,74156,,2020
59275,74158,,2020
59275,74159,,2020
59275,74160,,2020
59275,74161,,2020
59275,74200,,2020
59275,74262,,2020
59275,74270,,2020
59275,74283,,2020
59275,74299,,2020
59275,74305,,2020
59275,74317,,2020
59275,74319,,2020
59275,74352,,2020
59275,74356,,2020
59275,74366,,2020
59275,74371,,2020
59275,74376,,2020
59275,74383,,2020
59275,74398,,2020
59275,74400,,2020
59275,74419,,2020
59275,74439,,2020
59275,74459,,2020
59275,74467,,2020
59275,74471,,2020
59275,74537,,2020
59275,74554,,2020
59275,74574,,2020
59275,74585,,2020
59275,74646,,2020
59275,74655,,2020
59275,74693,,2020
59275,74784,,2020
59275,74848,,2020
59275,75431,,2020
59275,76874,,2020
59275,81055,,2020
59275,81297,,2020
59275,90201,,2020
59275,90842,,2020
59275,92102,,2020
59275,92346,,2020
59275,92699,,2020
59275,92776,,2020
59275,93083,,2020
59275,98057,,2020
59275,107283,,2020
