id_deputado,deputado,presencas,sessoes_total,votacoes_participadas,taxa_votacao
220667,Pedro Campos,112,392,880,0.14600962336153975
220668,Maria Arraes,106,392,683,0.1133233781317405
220669,Lula da Fonte,111,392,412,0.06835905093744815
220670,Iza Arruda,113,392,508,0.08428737348597976
220671,Dilvanda Faro,120,392,548,0.09092417454786793
220672,Henderson Pinto,111,392,499,0.08279409324705492
220673,Delegado Caveira,122,392,968,0.1606105856976937
220674,Dra. Alessandra Haber,108,392,627,0.10403185664509706
220675,Antônio Doido,110,392,423,0.07018417122946739
220676,Andreia Siqueira,97,392,423,0.07018417122946739
220677,Keniston Braga,120,392,464,0.07698689231790277
220681,Fábio Macedo,86,392,350,0.05807200929152149
220682,Tadeu Veneri,121,392,670,0.11116641778662685
220683,Beto Richa,119,392,620,0.10287041645926663
220684,Tião Medeiros,110,392,598,0.09922017587522813
220685,Paulo Litro,112,392,444,0.07366849178695868
220686,Duarte Jr.,123,392,1043,0.17305458768873402
220687,Márcio Honaiser,99,392,597,0.09905425584868094
220688,Dr. Francisco,124,392,593,0.09839057574249212
220689,Detinha,86,392,317,0.05259664841546375
220690,Capitão Alden,122,392,833,0.13821138211382114
220691,Diego Coronel,111,392,774,0.12842210054753608
220692,Dal Barreto,111,392,452,0.07499585199933632
220693,Roberta Roma,110,392,461,0.07648913223826116
220694,Ricardo Maia,120,392,467,0.07748465239754439
220695,Rogéria Santos,116,392,498,0.08262817322050771
220696,Ivoneide Caetano,119,392,484,0.08030529284884685
220697,Jadyel Alencar,112,392,535,0.08876721420275427
220698,,36,392,126,0.020905923344947737
220699,Castro Neto,110,392,555,0.09208561473369836
220700,Florentino Neto,116,392,472,0.0783142525302804
220701,Delegado Matheus Laiola,123,392,676,0.11216193794591008
220702,Geraldo Mendes,85,392,333,0.055251368840219015
220703,Neto Carletto,118,392,618,0.10253857640617223
220704,Carol Dartora,106,392,587,0.09739505558320889
220705,,25,392,219,0.03633648581383773
220706,Padovani,101,392,355,0.058901609424257505
220707,Amanda Gentil,87,392,631,0.10469553675128589
220708,Gabriel Nunes,123,392,497,0.08246225319396051
220712,Fausto Jr.,68,392,324,0.05375808860129418
220713,,83,392,418,0.06935457109673138
220714,Adail Filho,118,392,646,0.10718433714949395
220715,Amom Mandel,106,392,604,0.10021569603451136
221147,,1,392,4,0.000663680106188817
221148,Alfredinho,123,392,491,0.08146673303467729
221149,,1,392,4,0.000663680106188817
221157,,1,392,4,0.000663680106188817
221183,,1,392,4,0.000663680106188817
221328,Adilson Barroso,116,392,466,0.07731873237099718
221329,Ricardo Abrão,44,392,177,0.02936784469885515
221338,Professora Luciene Cavalcante,120,392,791,0.13124274099883856
221339,,82,392,338,0.05608096897295504
221378,,82,392,344,0.05707648913223826
222142,,61,392,344,0.05707648913223826
222429,Luis Carlos Gomes,117,392,518,0.0859465737514518
223128,Rodrigo Estacho,114,392,417,0.06918865107018417
223398,,12,392,57,0.009457441513190641
224117,Gabriel Mota,107,392,418,0.06935457109673138
224333,Welter,104,392,503,0.08345777335324374
225386,,13,392,61,0.01012112161937946
225727,,12,392,78,0.012941762070681932
225730,Enfermeira Ana Paula,43,392,209,0.03467728554836569
226075,,10,392,101,0.01675792268126763
226179,Gisela Simona,92,392,766,0.12709474033515844
226410,,11,392,100,0.016592002654720425
226553,,8,392,61,0.01012112161937946
226708,Allan Garcês,81,392,541,0.0897627343620375
226837,Saulo Pedroso,81,392,421,0.06985233117637299
227275,,12,392,100,0.016592002654720425
227310,,13,392,75,0.012444001991040319
227323,,8,392,62,0.010287041645926663
227324,,11,392,60,0.009955201592832254
227370,,13,392,107,0.017753442840550856
227401,,11,392,74,0.012278081964493114
227433,Douglas Viegas,65,392,252,0.041811846689895474
227660,,61,392,293,0.04861456777833084
227800,,15,392,88,0.014600962336153973
227991,,10,392,106,0.01758752281400365
228272,,9,392,39,0.006470881035340966
228616,,10,392,32,0.005309440849510536
228797,,14,392,108,0.017919362867098058
228837,,13,392,81,0.013439522150323544
228941,,11,392,68,0.011282561805209888
229069,,12,392,59,0.00978928156628505
229082,,10,392,98,0.016260162601626018
229106,,14,392,124,0.020574083291853326
229112,,15,392,77,0.012775842044134728
229225,,14,392,57,0.009457441513190641
229259,,13,392,61,0.01012112161937946
229333,,15,392,108,0.017919362867098058
229432,Luiz Fernando Vampiro,38,392,236,0.0391571262651402
229585,,16,392,90,0.014932802389248382
229939,,14,392,94,0.0155964824954372
230088,,8,392,22,0.0036502405840384933
230177,,9,392,33,0.0054753608760577405
230762,Pastor Claudio Mariano,33,392,127,0.02107184337149494
230764,,22,392,158,0.02621536419445827
230765,Enfermeira Rejane,39,392,152,0.025219844035175045
230767,Rodrigo da Zaeli,39,392,220,0.03650240584038494
230768,Zé Adriano,36,392,146,0.02422432387589182
230957,João Cury,38,392,149,0.024722083955533432
231911,Lenir de Assis,27,392,52,0.008627841380454622
233592,Paulo Lemos,8,392,14,0.0023228803716608595
233594,Rafael Fera,8,392,7,0.0011614401858304297
233598,Samuel Santos,7,392,5,0.0008296001327360213
